1,8.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,11.0,0.0
1,8.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,14.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,4.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,9.0,1.0
0,4.0,1.0
2,13.0,0.0
1,9.0,1.0
0,5.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,9.0,1.0
0,6.0,1.0
2,14.0,0.0
1,9.0,1.0
0,6.0,1.0
2,13.0,0.0
1,9.0,1.0
0,7.0,1.0
2,13.0,0.0
1,8.0,1.0
0,6.0,1.0
2,12.0,0.0
1,9.0,1.0
0,6.0,1.0
2,12.0,0.0
1,9.0,1.0
0,5.0,1.0
2,12.0,0.0
1,8.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,8.0,1.0
0,6.0,1.0
2,13.0,0.0
1,8.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,7.0,1.0
2,14.0,0.0
1,10.0,1.0
0,6.0,1.0
2,12.0,0.0
1,9.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,14.0,0.0
1,10.0,1.0
0,6.0,1.0
2,14.0,0.0
1,9.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,5.0,1.0
2,13.0,0.0
1,9.0,1.0
0,6.0,1.0
2,12.0,0.0
1,9.0,1.0
0,6.0,1.0
2,14.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,14.0,0.0
1,9.0,1.0
0,6.0,1.0
2,14.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,8.0,1.0
0,6.0,1.0
2,14.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,8.0,1.0
0,6.0,1.0
2,12.0,0.0
1,9.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,4.0,1.0
2,11.0,0.0
1,8.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,5.0,1.0
2,13.0,0.0
1,9.0,1.0
0,5.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,8.0,1.0
0,5.0,1.0
2,14.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,5.0,1.0
2,12.0,0.0
1,9.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,14.0,0.0
1,10.0,1.0
0,6.0,1.0
2,12.0,0.0
1,9.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,12.0,0.0
1,9.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,11.0,0.0
1,10.0,1.0
0,5.0,1.0
2,13.0,0.0
1,9.0,1.0
0,6.0,1.0
2,14.0,0.0
1,9.0,1.0
0,6.0,1.0
2,14.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,8.0,1.0
0,6.0,1.0
2,13.0,0.0
1,9.0,1.0
0,4.0,1.0
2,14.0,0.0
1,8.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,14.0,0.0
1,9.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,11.0,0.0
1,9.0,1.0
0,5.0,1.0
2,12.0,0.0
1,9.0,1.0
0,4.0,1.0
2,12.0,0.0
1,9.0,1.0
0,5.0,1.0
2,12.0,0.0
1,9.0,1.0
0,7.0,1.0
2,12.0,0.0
1,10.0,1.0
2,13.0,0.0
1,9.0,1.0
0,6.0,1.0
2,11.0,0.0
1,9.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,5.0,1.0
2,14.0,0.0
1,8.0,1.0
0,6.0,1.0
2,13.0,0.0
1,9.0,1.0
0,6.0,1.0
2,12.0,0.0
1,8.0,1.0
0,5.0,1.0
2,13.0,0.0
1,9.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,9.0,1.0
0,6.0,1.0
2,13.0,0.0
1,9.0,1.0
0,6.0,1.0
2,14.0,0.0
1,9.0,1.0
0,6.0,1.0
2,13.0,0.0
1,9.0,1.0
0,4.0,1.0
2,12.0,0.0
1,10.0,1.0
0,5.0,1.0
2,11.0,0.0
1,9.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,9.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,8.0,1.0
0,5.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,12.0,0.0
1,10.0,1.0
0,4.0,1.0
2,14.0,0.0
1,10.0,1.0
0,6.0,1.0
2,11.0,0.0
1,9.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,10.0,1.0
0,6.0,1.0
2,13.0,0.0
1,9.0,1.0
0,6.0,1.0
2,13.0,0.0
1,9.0,1.0
0,6.0,1.0
2,13.0,0.0
